,Tweets,Numeric Labels,Label
250,اینایی که به غیبت میگن گاسیپ معلومه اون لذت غایی گوشت برادر مرده رو نمی‌چشن,1,Sad
251,شرم نیابتی,1,Sad
252,بیاید بکشید ازون عروسی بیرون یه عروسی قشنگ‌تر ببینیم دور هم.,0,Happy
253,من از تی‌شرت‌های بیلی ایلیش دارم. شما چه موفقیتی تو زندگیتون دارید؟,0,Happy
254,عه چه عجیب :/,4,Intense Emotions
255,جدی یکم زیادی تحلیل و بحث انجام نمیگیره توی توییتر؟ یا من پیر شدم واسه این چیزا؟ مثلا یه کلیپ یه دیقه‌ای میذارن از یه عروسی سه روز از تمامی جهات مورد تحلیل و بررسی قرار میدن و دعوا میکنن. بابا ببین یا لایک کن یا رد شو دیگه.,1,Sad
256,وای گاییدید با این فیلمه، اه,2,Angry
257,ازینکه قراره جیدال فردا پاشه بیاد تو کنسرت رام و باهاش بخونه واقعا کلم کیریه -___-,2,Angry
258,"""تجربه حسی که فک میکردی دیگه تجربه‌اش نمیکنی""",1,Sad
259,زیر پتو اومدم بیرون، لباس پوشیدم رفتم سوار ماشین شدم، سیگار خریدم تا فقط یه اهنگ رو پشت فرمون گوش کنم و برگردم خونه :)),0,Happy
260,این از هوای تخمی تورنتو هم حتی عکسای خوب درمیاره :)))),1,Sad
261,از پول بیمه ماشین از همه چیز تو این دنیا بیشتر بدم میاد,1,Sad
262,واقعا وقتی پریود میشم شبیه کیر خر میشم -___-,2,Angry
263,دلم یه دسته گل پر از آفتاب گردون میخواد :(((,1,Sad
264,موقع رانندگی، بیشتر حواسم هست که حیوونارو نزنم تا آدما، میدونید چی میگم؟,4,Intense Emotions
265,۳ واحد چیه؟ جا گذاشتن کلید خونه تو خونه!,1,Sad
266,کیر تو آخوند. شب بخیر.,2,Angry
267,عزیزان اگر ادم بخواد با یه سرمایه نه خیلی زیاد و نه خیلی کم یه کاری اینجا شروع کنه چی پیشنهاد میدید؟,3,Neutral
268,تورنتو تا مونترال رو رانندگی کردم و چقدررر چسبید,0,Happy
269,کسی اینجا هست که مراقبه بلد باشه؟,3,Neutral
270,یه روز پولدار شم میرم شعبه پسران کریم برای تهران میگیرم,0,Happy
271,رقص چاقویی در عروسی دختر عموم کردم که از خواهر داماد بیش تر شاباش گرفتم,0,Happy
272,چرا دیگه جایی آهنگای قدیم حصین و صادق پخش نمیشه,1,Sad
273,نمیدونم ولی خوب شاید زندگی برای همه نیست ، نباید انقدر تلاش کنم ، یکی نیست بگه پسر این چند سالم دست به چیزی نزن ،بشین یه گوشه تا تموم شه دیگه چند بار باید برینم بت تا بفهمی زندگی برای تو نیست,1,Sad
274,اینکه سراسری تو ۶ سال تموم کردی رشته مهندسی کسشر که هیچ کاری براش نیست حتی اگه تموم کردی ام ولی بیکاری بازم هیچ عنی نیستی,1,Sad
275,ببخشید که بابات شدم سهیل…,1,Sad
276,دوستان سلبریتی ها پارتنر شما نبودن فقط از شما استفاده کردن و تمام افتخار نداره,1,Sad
277,خدایا یه عقلی به من بده من برم سر درسم🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻,0,Happy
278,تورو خدا‌ کدو سبز نریزین تو خورشت😭😭😭😭😭😭😭😭😭😭 خیلی بدهههههه,1,Sad
279,یکتا جان موقع فرجه امتحان کدام گورستانی بودی,1,Sad
280,امروز به مدت ۶ دقیقه آلارمم بخشی از خوابم شده بود.,3,Neutral
281,دخترای قشنگ تورنتو نشین! میشه اگه دنبال هم‌خونه میگردین به من پیام بدین؟,0,Happy
282,برا امروز عصر خرررررر ذوقم😍💃🏻💃🏻💃🏻,4,Intense Emotions
283,من از توییتر میرم و هر وقت تایم لاینم از این عروسی و تحلیل‌هاش پاک شد برمیگردم🏃🏻‍♀️,1,Sad
284,“این آسمان حتی بعد از تمام ستاره‌هایی که هرروز به زمین کشیده‌اید، هنوز غرق در ستاره است.“,0,Happy
285,اینکه مریضای روان همدیگرو دیوونه خطاب میکنن هم جالبه.,0,Happy
286,چون امروز تو اینستا پست گذاشتم حس میکنم اگر توییت بزنم overshare کردم و به یک برونگرا تبدیل شدم.,0,Happy
287,قول میدم دیگه توییت از روان نزنم🤝🏻,0,Happy
288,بهش میگم اختلال شخصیت خودشیفته داری، نارسیستی. میگه باز خوبه بهترین اختلال شخصیتیو دارم🤣,0,Happy
289,مریض‌هایی دیدیم به غایت ادایی🏃🏻‍♀️,1,Sad
290,تورو خدا درس نخون🥺,1,Sad
291,تا آخر این کورس میتونم هر روز اینو ریتوییت کنم.,3,Neutral
292,جدی فکر کردی بامزه‌ای؟!,2,Angry
293,اگه از همین الان استارت یادگیری زبان اشاره رو بزنم؛ پروسه‌ی مهاجرتم راحت تر از آلمان رفتن میشه.,0,Happy
294,😐😐😐,3,Neutral
295,این مسخره‌بازی اصن فک‌کنم اولین بار از همین توییت گتسبی باب شد:))))),0,Happy
296,اوهوم، بقایای زیردریاییه پیدا شده که گویا بر اثر فشار آب متلاشی شده😐,1,Sad
297,پشمام، عجیب‌ترم شد:))),4,Intense Emotions
298,:)))),0,Happy
299,خود همین توییت که بهترین توییتون کدومه رو ده بار دیدم:))),0,Happy
300,اگه توییتر فارسی دیگه تموم‌شده و ازین بعد محکوم به تکراریم تا ابد به ماهم بگین.,1,Sad
301,همونم باشه عجیبه، سر همشون باهم کلاه گذاشته عقل نداشتن یکیشون؟:))),4,Intense Emotions
302,مگه این پولدارا خیلی جون‌دوست نبودن؟ چطور این میلیاردرا با یه زیردریایی که انقد وضعیت امنیتش تخمی بوده رفتن زیر آب و انقد مسخره مردن؟!:/,1,Sad
303,درسته، ولی بعضی وقتا اینجور تعصبا به جاهای خوبی ختم نمیشه,1,Sad
304,این‌که مسلمه، ولی حتی وقتایی‌هم که کاملا مطمئنی حق با توعه یه احتمالی باید بدی که اشتباه می‌کنی.,3,Neutral
305,‌ وا! واقعا گیرت الکی بودا، خب باباهه برا مامانه خریده، اتفاقی بوده که درست یا غلط افتاده چرا باید یه‌جور دیگه تعریفش کنه؟,4,Intense Emotions
306,خیلی لایت و خوبه، فک‌کنم چون آرایشگاه خوب:)),0,Happy
307,کجای؟ سمت رشت اینا میشه؟ خیلی قشنگه بیشتر عکس بگیر😭,4,Intense Emotions
308,از آب گذشته 😍,4,Intense Emotions
309,بیست دقیقه ممتد توی قطار زار زدم. “من نمی‌دانم بهزیستی کیست و کجاست. او هم تا حالا به خانه ما نیامده. اگر بیاید می‌گویم اقلاً لامپ‌هایمان را ببندد.”,1,Sad
310,منظورم ورود و خروج از شینگن بودا، نه سفر داخل اروپایی.,3,Neutral
311,فرانسه مهر می‌کرد واسه من :-؟ یعنی از ایران که مستقیم میرفتم فرانسه، مهر ورود می‌زد، دو بارم رفتم ایران از اونجا مهر میزدن.,3,Neutral
312,فرانسه اینطوریه، وگرنه من چندتا کشور خونه گرفتم و مشکلی نداشته,3,Neutral
313,الان توی برلین سرم تو گوشی بود، ایستگاه اتوبوس رو رد کردم. رسیدم ته خط :)) راننده پیاده شد و رفت :)) من هنوز نشسته بودم. مرزهای حواس‌پرتی رو دارم جابجا میکنم,0,Happy
314,سوییس رفته بودم شهرداری واسه گرفتن پرمیت. طرف پاسپورت منو نگاه کرد، هی ورق زد، هی ورق زد، گفت آقا شما چطوری وارد سوییس شدی که پاسپورتت مهر نداره؟ گفتم من از سوئد اومدم. دوباره هی ورق زد و گفت اخه مهر سوئد هم نداری :))) گفتم بابا اونجاها پاسپورت رو مهر نمیکنن دیگه، وا بده :)),0,Happy
315,من واسه مادرم بردم ایران و حقیقتا به به :)) پ.ن: یه مدتی اپلیکیشن‌ش از کار افتاده بود چون آدرس سرور واسط رو فیلتر کرده بودن :/,4,Intense Emotions
316,این مال پارساله، اره رفتم و اومدم. هرچند داخل اروپا جابجا شدم.,3,Neutral
317,بعضی‌ها هستن تو ایستگاه قطار نشستن، سرشون تو گوشیه، قطار میاد و میره و متوجه نمیشن 🥲 اینا اون آقاهه تو میدون امامن :)),1,Sad
318,خودت چه کیبورد استفاده میکنی علی؟ من لاجیتک رو توی شرکت داشتم و خوب بود. الان دارم واسه خونه یه چیزی میگیرم و گیجم,0,Happy
319,مبارکه مرد :),4,Intense Emotions
320,دیروز برام تعریف کرد :( چرا اینطوری میکنه؟,1,Sad
321,دیگه واقعا خودمم خسته شدم از این میزان جابجایی,1,Sad
322,پدر مادرهای این نسل مهاجر هم زندگی عجیبی دارن، از اونطرف دنیا رفته با ذوق و شوق فرش بخره برامون و با خودش بیاره ♥️,4,Intense Emotions
323,منم مصاحبه رو دیدم و حقیقتا عجیب بود…,4,Intense Emotions
324,دوستان یه نکته ای رو بگم. در مورد این زیر دریایی تایتانیک وقتی دارن صحبت میکنن نمیگن explode میگن implode. یعنی منفجر نشده، مچاله شده. واقعا ترسناکه قشنگ مرگ رو با پوست و استخون حس کردن.,1,Sad
325,تصورم ازش به استناد به ضمایری که استفاده کرده:,3,Neutral
326,بالاخر شد؟ 😍,4,Intense Emotions
327,همه چی خوب بود تا خیارشور رو برداشت. بایا اونو باید توش سیر رنده شده قاطی کرد با پیاز زد به رگ 🥲,0,Happy
328,من یه مدت این کار رو تو گود ریدز انجام میدادم. کلی هم دوست خفن پیدا کرده بودم اونجا,0,Happy
329,مبارکههه ❤️❤️,4,Intense Emotions
330,خب کردیت منم بده برم ۶ ماهه دهن بنده اون پشت صحنه صاف شده 😂😂🥲,0,Happy
331,اقا دوچرخه ما رو قاطی قضیه نکنید. اون رخش منه 😎,0,Happy
332,امروز یه لغت دیگه به دایره لغاتی که هم معنی چاق و تپل بود اضافه شد(تو دانش من),0,Happy
